data,ano,mes,dia,precipitacao_mm,temperatura_c,umidade_percent,vento_kmh,pressao_hpa,estacao,dia_ano,mes_seno,mes_cosseno,dia_semana,fim_semana,precip_lag_1,temp_lag_1,umidade_lag_1,precip_lag_2,temp_lag_2,umidade_lag_2,precip_lag_3,temp_lag_3,umidade_lag_3,precip_lag_7,temp_lag_7,umidade_lag_7,precip_media_3d,temp_media_3d,umidade_media_3d,precip_media_7d,temp_media_7d,umidade_media_7d,precip_media_14d,temp_media_14d,umidade_media_14d,temp_tendencia,precip_tendencia,fen_El Niño Forte,fen_El Niño Fraco,fen_El Niño Moderado,fen_La Niña Forte,fen_La Niña Fraca,fen_La Niña Moderada,fen_Neutro,estacao_cod,chuva_forte
2016-02-22,2016,2,22,100.1,27.7,60.0,11.0,1013.6,Chuvosa,53,0.8660254037844386,0.5000000000000001,0,0,105.1,27.9,67.7,49.8,27.9,66.6,3.0,26.3,69.8,142.2,27.7,68.0,85.0,27.833333333333332,64.76666666666667,122.35714285714286,27.785714285714285,67.67142857142856,123.2642857142857,27.771428571428572,68.71428571428571,-0.1999999999999993,-5.0,True,False,False,False,False,False,False,2,1
2016-02-23,2016,2,23,36.7,28.2,78.2,16.6,1016.7,Chuvosa,54,0.8660254037844386,0.5000000000000001,1,0,100.1,27.7,60.0,105.1,27.9,67.7,49.8,27.9,66.6,116.4,28.4,68.4,80.63333333333333,27.933333333333334,68.63333333333333,110.97142857142856,27.75714285714286,69.07142857142857,118.82142857142857,27.828571428571426,69.02857142857142,0.5,-63.39999999999999,True,False,False,False,False,False,False,2,1
2016-02-24,2016,2,24,377.1,27.1,66.7,25.7,1014.6,Chuvosa,55,0.8660254037844386,0.5000000000000001,2,0,36.7,28.2,78.2,100.1,27.7,60.0,105.1,27.9,67.7,117.5,28.4,68.3,171.30000000000004,27.666666666666668,68.3,148.05714285714288,27.571428571428573,68.84285714285714,128.80714285714285,27.77857142857143,68.62857142857142,-1.0999999999999979,340.40000000000003,True,False,False,False,False,False,False,2,1
2016-02-25,2016,2,25,184.2,28.8,67.3,17.0,1005.5,Chuvosa,56,0.8660254037844386,0.5000000000000001,3,0,377.1,27.1,66.7,36.7,28.2,78.2,100.1,27.7,60.0,364.6,27.9,72.9,199.33333333333334,28.03333333333333,70.73333333333333,122.28571428571429,27.699999999999996,68.04285714285713,133.84285714285716,27.95,68.73571428571428,1.6999999999999993,-192.90000000000003,True,False,False,False,False,False,False,2,1
2016-02-26,2016,2,26,268.1,28.0,72.0,14.7,1007.0,Chuvosa,57,0.8660254037844386,0.5000000000000001,4,0,184.2,28.8,67.3,377.1,27.1,66.7,36.7,28.2,78.2,3.0,26.3,69.8,276.46666666666664,27.96666666666667,68.66666666666667,160.15714285714284,27.942857142857147,68.35714285714286,141.37857142857143,27.992857142857144,69.02142857142857,-0.8000000000000007,83.90000000000003,True,False,False,False,False,False,False,2,1
2016-02-27,2016,2,27,9.0,27.9,67.6,11.7,1013.5,Chuvosa,58,0.8660254037844386,0.5000000000000001,5,1,268.1,28.0,72.0,184.2,28.8,67.3,377.1,27.1,66.7,49.8,27.9,66.6,153.76666666666668,28.233333333333334,68.96666666666665,154.32857142857145,27.942857142857143,68.5,138.8357142857143,27.942857142857143,68.50714285714285,-0.10000000000000142,-259.1,True,False,False,False,False,False,False,2,1
2016-02-28,2016,2,28,105.6,27.6,65.6,12.6,1010.3,Chuvosa,59,0.8660254037844386,0.5000000000000001,6,1,9.0,27.9,67.6,268.1,28.0,72.0,184.2,28.8,67.3,105.1,27.9,67.7,127.56666666666668,27.833333333333332,68.39999999999999,154.4,27.900000000000002,68.2,141.38571428571427,27.842857142857145,68.50714285714285,-0.29999999999999716,96.6,True,False,False,False,False,False,False,2,1
2016-02-29,2016,2,29,79.1,28.1,56.6,15.5,1012.1,Chuvosa,60,0.8660254037844386,0.5000000000000001,0,0,105.6,27.6,65.6,9.0,27.9,67.6,268.1,28.0,72.0,100.1,27.7,60.0,64.56666666666666,27.866666666666664,63.26666666666666,151.4,27.95714285714286,67.71428571428571,136.87857142857143,27.87142857142857,67.69285714285715,0.5,-26.5,True,False,False,False,False,False,False,2,1
2016-03-01,2016,3,1,72.6,29.1,64.9,12.9,1013.7,Chuvosa,61,1.0,6.123233995736766e-17,1,0,79.1,28.1,56.6,105.6,27.6,65.6,9.0,27.9,67.6,36.7,28.2,78.2,85.76666666666665,28.26666666666667,62.36666666666667,156.52857142857144,28.085714285714285,65.8142857142857,133.75,27.92142857142857,67.44285714285715,1.0,-6.5,True,False,False,False,False,False,False,2,1
2016-03-02,2016,3,2,75.4,27.7,57.0,20.9,1009.0,Chuvosa,62,1.0,6.123233995736766e-17,2,0,72.6,29.1,64.9,79.1,28.1,56.6,105.6,27.6,65.6,377.1,27.1,66.7,75.7,28.3,59.5,113.42857142857143,28.17142857142857,64.42857142857143,130.74285714285716,27.87142857142857,66.63571428571429,-1.4000000000000021,2.8000000000000114,True,False,False,False,False,False,False,2,1
2016-03-03,2016,3,3,750.4,29.7,55.7,12.7,1009.3,Chuvosa,63,1.0,6.123233995736766e-17,3,0,75.4,27.7,57.0,72.6,29.1,64.9,79.1,28.1,56.6,184.2,28.8,67.3,299.46666666666664,28.833333333333332,59.20000000000001,194.31428571428572,28.3,62.77142857142858,158.29999999999998,28.0,65.40714285714286,2.0,675.0,True,False,False,False,False,False,False,2,1
2016-03-04,2016,3,4,61.1,28.5,72.6,22.4,1014.0,Chuvosa,64,1.0,6.123233995736766e-17,4,0,750.4,29.7,55.7,75.4,27.7,57.0,72.6,29.1,64.9,268.1,28.0,72.0,295.6333333333333,28.633333333333336,61.76666666666667,164.7428571428571,28.371428571428574,62.85714285714285,162.45000000000002,28.157142857142855,65.60714285714286,-1.1999999999999993,-689.3,True,False,False,False,False,False,False,2,1
2016-03-05,2016,3,5,125.2,27.9,75.9,14.2,1010.0,Chuvosa,65,1.0,6.123233995736766e-17,5,1,61.1,28.5,72.6,750.4,29.7,55.7,75.4,27.7,57.0,9.0,27.9,67.6,312.23333333333335,28.7,68.06666666666666,181.34285714285713,28.371428571428574,64.04285714285714,167.83571428571426,28.157142857142855,66.27142857142857,-0.6000000000000014,64.1,True,False,False,False,False,False,False,2,1
2016-03-06,2016,3,6,264.9,28.3,68.6,14.4,1011.3,Chuvosa,66,1.0,6.123233995736766e-17,6,1,125.2,27.9,75.9,61.1,28.5,72.6,750.4,29.7,55.7,105.6,27.6,65.6,150.4,28.233333333333334,72.36666666666667,204.1,28.471428571428568,64.47142857142858,179.25,28.185714285714287,66.33571428571427,0.40000000000000213,139.7,True,False,False,False,False,False,False,2,1
2016-03-07,2016,3,7,67.7,27.6,65.3,19.8,1013.2,Chuvosa,67,1.0,6.123233995736766e-17,0,0,264.9,28.3,68.6,125.2,27.9,75.9,61.1,28.5,72.6,79.1,28.1,56.6,152.6,27.933333333333334,69.93333333333332,202.4714285714286,28.4,65.71428571428571,176.93571428571428,28.178571428571427,66.71428571428571,-0.6999999999999993,-197.2,True,False,False,False,False,False,False,2,1
2016-03-08,2016,3,8,112.6,29.0,70.5,12.1,1018.1,Chuvosa,68,1.0,6.123233995736766e-17,1,0,67.7,27.6,65.3,264.9,28.3,68.6,125.2,27.9,75.9,72.6,29.1,64.9,148.4,28.3,68.13333333333333,208.18571428571428,28.385714285714283,66.51428571428572,182.35714285714283,28.235714285714288,66.16428571428571,1.3999999999999986,44.89999999999999,True,False,False,False,False,False,False,2,1
2016-03-09,2016,3,9,355.9,28.8,64.2,10.0,1010.6,Chuvosa,69,1.0,6.123233995736766e-17,2,0,112.6,29.0,70.5,67.7,27.6,65.3,264.9,28.3,68.6,75.4,27.7,57.0,178.73333333333335,28.46666666666667,66.66666666666667,248.2571428571429,28.542857142857144,67.54285714285714,180.84285714285713,28.357142857142858,65.98571428571428,-0.1999999999999993,243.29999999999998,True,False,False,False,False,False,False,2,1
